,Lambda,Age,Family_Income_Quantile,Fulltime,LSAT,Schl_Ranking_Mean,GPA
39,0.39,0.03989451592326384,0.018993907613384965,0.08706562413291002,0.26443978819408487,0.5216867031547391,0.06791946098161725
40,0.4,0.03997584727713609,0.018782604173157778,0.08733646873068282,0.26440574979592885,0.5214968323956839,0.06800249762741063
41,0.41,0.03976529325552507,0.018277459144222876,0.08595620677189535,0.26765863736369366,0.5202306881706436,0.06811171529401956
42,0.42000000000000004,0.03948075984331768,0.018218140937516298,0.08517828226813783,0.2693472358263356,0.5195504647955987,0.06822511632909388
43,0.43,0.03940010665899152,0.0182313537637055,0.0852811027790617,0.26994307994263683,0.5189466037729226,0.06819775308268197
44,0.44000000000000006,0.03946335697838183,0.018528312069594995,0.08506022434787747,0.271732455985821,0.5172428377853484,0.06797281283297647
45,0.45,0.039365987731420214,0.018450899777291287,0.08464108554262532,0.2732759152504041,0.5155766597298489,0.06868945196841018
46,0.4600000000000001,0.039071604285844753,0.01820803421486155,0.08443512904268011,0.274642889146094,0.514854583094901,0.06878776021561853
47,0.4699999999999999,0.0385624739609128,0.018168808329635806,0.08413166684103005,0.27498025490141575,0.5141891292284965,0.0699676667385092
48,0.48,0.03811331522341449,0.018027974516610878,0.081838277578659,0.2734635015802621,0.5163228722533786,0.07223405884767496
49,0.49000000000000005,0.03844889337695039,0.01844099635239278,0.07837564796535328,0.2696103895477796,0.5225747634065895,0.07254930935093439
50,0.5,0.03870847747481955,0.018111494707814996,0.07322697581201958,0.2652409333882283,0.5337327001356277,0.07097941848148995
51,0.51,0.03868806646613297,0.017719537511632695,0.07187309509148637,0.26516569480278573,0.5356927240562266,0.07086088207173571
52,0.52,0.03868350119565912,0.017595303173883005,0.07199698128800443,0.2659686025342426,0.5345774308951314,0.0711781809130795
53,0.53,0.03866374447367228,0.017718656789066055,0.07059333593167287,0.2687918925662939,0.5340322759769822,0.07020009426231268
54,0.54,0.03871005535455626,0.017724992152580082,0.06985102403926677,0.26934071903001433,0.5345450834880296,0.06982812593555285
55,0.55,0.03868585185067026,0.017612887877444736,0.07022566373124853,0.2701341648584084,0.533574983588701,0.0697664480935271
56,0.56,0.03866578473939043,0.017506122157275813,0.06978642177829344,0.2709077356496265,0.5334051705077851,0.0697287651676286
57,0.57,0.03880622444151708,0.01720042211055877,0.06910886363973702,0.2737346713390754,0.5312574633552493,0.06989235511386249
58,0.58,0.03865158774229967,0.01721913917759119,0.06947861724441536,0.2739730866758855,0.5307414871485634,0.06993608201124477
59,0.59,0.03844540984081369,0.017259248990700922,0.06856193170563832,0.27607574302256765,0.5289699602908619,0.07068770614941747
60,0.6,0.038123527260754825,0.017232289643087075,0.06758441617285109,0.2769695521491802,0.5279714257710965,0.0721187890030303
61,0.61,0.03809099251257333,0.017300282459814003,0.06720035308698871,0.2768879780918209,0.5275847798465053,0.07293561400229782
62,0.62,0.03807511749220841,0.017042117841849218,0.06693500560437453,0.27834365655309323,0.5267566572472683,0.07284744526120619
63,0.63,0.03758182554062854,0.01719460653325077,0.06675662320785367,0.27939168797395386,0.525599408028592,0.07347584871572128
64,0.64,0.0374111359855451,0.01711379973294751,0.06725471034624522,0.28001221714107133,0.5250250378520478,0.0731830989421432
65,0.65,0.037429802980567375,0.01707249517997752,0.06585343767267404,0.28453049921792173,0.5220507856877837,0.07306297926107555
66,0.66,0.03791893533785604,0.016929771537348436,0.06358896343112468,0.28304239539381715,0.526944701169615,0.07157523313023875
67,0.67,0.03800737403095158,0.016268596962453856,0.060790678260486494,0.2773567184767637,0.5367764562648175,0.07080017600452687
68,0.68,0.037665102921576196,0.016337088234879428,0.06098505015514429,0.2772302067048244,0.537080818287981,0.07070173369559465
69,0.69,0.03744606337960006,0.01648519812053873,0.06052020842166169,0.27846511584097783,0.5360861994116553,0.07099721482556638
70,0.7,0.03739230392156234,0.016276047831523865,0.0601557235811825,0.2779467241091694,0.5372669731456302,0.0709622274109318
71,0.71,0.03720885672930582,0.01622335644337884,0.05920275591560714,0.2799259245178458,0.536030590269646,0.07140851612421649
72,0.72,0.03728937519733674,0.016177101304153015,0.05902476060121374,0.279467201648062,0.536823541084815,0.07121802016441944
73,0.73,0.03725380667339641,0.016205265327550688,0.05896589320489114,0.2792313903820864,0.5369928277093351,0.0713508167027403
74,0.74,0.03677275676271269,0.016130535311193978,0.05828323955913448,0.27801460858984034,0.5375665474045319,0.07323231237258668
75,0.75,0.036689427180555956,0.01606929701022585,0.05663345232116629,0.27899062715677225,0.5373012009423169,0.0743159953889628
76,0.76,0.037141051339484865,0.015445745824153301,0.05507830630368553,0.27964911526203673,0.5386484256162563,0.07403735565438331
77,0.77,0.03719086198475452,0.015124498738168063,0.054673024718378406,0.2844747854080923,0.5351973504791914,0.07333947867141542
78,0.78,0.03728723490339891,0.015087774942392445,0.05436044210801313,0.2838826068103967,0.5365365195858175,0.07284542164998145
79,0.79,0.03722630526135141,0.01509626215796887,0.054259246461029684,0.2860164179133383,0.5340155430645078,0.07338622514180397
80,0.8,0.03715488603461506,0.015019657265539272,0.05397037626196528,0.2861687672957727,0.5336710394982349,0.07401527364387286
81,0.8100000000000002,0.036801582673828916,0.015401814480222913,0.052173672923677375,0.28490486522793723,0.5352552838053276,0.07546278088900601
82,0.82,0.03689946578441946,0.015537096556055374,0.05210318388327151,0.2855645377856625,0.5343318758212303,0.0755638401693609
83,0.8299999999999998,0.036901576018357814,0.015298882556320895,0.051043196000077104,0.2835862772663864,0.5390194445045399,0.07415062365431802
84,0.8400000000000001,0.03682416420486532,0.01524562004204455,0.04990091248442805,0.2791777968750795,0.5457491199224412,0.07310238647114138
85,0.85,0.03669021898435149,0.015339593359520728,0.05012559481761773,0.27976140002158123,0.5452255702420199,0.07285762257490895
86,0.86,0.03646203839713365,0.015355670433347174,0.04995996691833636,0.279465192222973,0.545867782797978,0.07288934923023194
87,0.8699999999999999,0.03661985110515979,0.015301069462918055,0.04962894372717536,0.2797406523771767,0.5455067682240868,0.0732027151034833
88,0.8800000000000001,0.03676694077341604,0.015139941725615596,0.04982705071217144,0.28201769291829387,0.5437021244790307,0.07254624939147244
89,0.89,0.036325804365697975,0.01491135154745532,0.049504256629467995,0.2850374336656702,0.5425466960440625,0.07167445774764605
90,0.9,0.03635213952302172,0.014881260513299504,0.04969365365031475,0.2859331235118268,0.5413160938466433,0.07182372895489397
91,0.9099999999999999,0.03653801981622133,0.014869208441868365,0.04964938035177997,0.28558002233538415,0.5414489999335761,0.07191436912117015
92,0.9200000000000002,0.036531278126133465,0.01494238871367384,0.04938453652100655,0.2862325298375713,0.5411706222422723,0.07173864455934267
93,0.93,0.03652136053255147,0.014977396935449907,0.049439412961921295,0.28641170409563427,0.5406837887140908,0.07196633676035223
94,0.9399999999999998,0.03658669605602699,0.015006081623701711,0.049636691116546075,0.2882292553015297,0.5386625980158588,0.07187867788633664
95,0.95,0.03661234616689311,0.014815089228735225,0.04920213436895154,0.28899068831207786,0.5389504910154612,0.071429250907881
96,0.96,0.03662522286964818,0.014813161071193872,0.04926823594425993,0.2889374497591116,0.5388717734127783,0.07148415694300823
97,0.97,0.036702730361000295,0.0145998497859371,0.048962311669101845,0.2892883157010254,0.5388321224243726,0.07161467005856274
98,0.9800000000000001,0.03666786614851464,0.014583982516682862,0.04894137633956987,0.28982824098684223,0.5381929083295073,0.07178562567888314
99,0.99,0.03666786614851464,0.014583982516682862,0.04894137633956987,0.28982824098684223,0.5381929083295073,0.07178562567888314
100,1.0,0.0373413127004948,0.01230437132614939,0.007459590649961258,0.3059016609840359,0.5591329405170449,0.07786012382231375
